,Event,Site,Date,Round,White,Black,Result,BlackElo,BlackRatingDiff,ECO,Termination,TimeControl,UTCDate,UTCTime,Variant,WhiteElo,WhiteRatingDiff
941,Rated Bullet game,https://lichess.org/iuS6dqsS,2021.01.24,?,DaenaliaEvandruile,howiethebird,1-0,943,-8,C20,Time forfeit,60+0,2021.01.24,05:51:26,Standard,1002,+5
942,Rated Bullet game,https://lichess.org/p0d2NTjc,2021.01.24,?,acharnav,DaenaliaEvandruile,1-0,1008,-6,B02,Time forfeit,60+0,2021.01.24,05:48:37,Standard,1028,+6
943,Rated Bullet game,https://lichess.org/qOL4Db3U,2021.01.23,?,DaenaliaEvandruile,nezih21,1-0,1007,-8,B06,Time forfeit,60+0,2021.01.23,14:45:27,Standard,1002,+6
944,Rated Bullet game,https://lichess.org/aXWddclF,2021.01.23,?,andrewyun11,DaenaliaEvandruile,0-1,996,+6,B02,Time forfeit,60+0,2021.01.23,14:43:02,Standard,1003,-10
945,Rated Bullet game,https://lichess.org/lTla3axI,2021.01.23,?,DaenaliaEvandruile,Srijan_sukumar,1-0,987,-6,C20,Time forfeit,60+0,2021.01.23,14:40:23,Standard,991,+5
946,Rated Bullet game,https://lichess.org/7B5ic0lp,2021.01.23,?,DaenaliaEvandruile,AArvidsson,1-0,940,-5,C20,Time forfeit,60+0,2021.01.23,14:37:54,Standard,986,+5
947,Rated Bullet game,https://lichess.org/K1m5D5SD,2021.01.23,?,Barad91,DaenaliaEvandruile,1/2-1/2,984,+2,B02,Time forfeit,60+0,2021.01.23,14:35:08,Standard,1059,-1
948,Rated Bullet game,https://lichess.org/Wq3PImc4,2021.01.23,?,DaenaliaEvandruile,ajay2423,0-1,1004,+5,C20,Time forfeit,60+0,2021.01.23,14:32:30,Standard,990,-6
949,Rated Bullet game,https://lichess.org/54iY3v5w,2021.01.23,?,AladdinSane95,DaenaliaEvandruile,0-1,984,+6,B02,Time forfeit,60+0,2021.01.23,14:30:03,Standard,986,-6
950,Rated Bullet game,https://lichess.org/iYamZ0jw,2021.01.23,?,maikelmafla,DaenaliaEvandruile,0-1,977,+7,B02,Time forfeit,60+0,2021.01.23,14:27:36,Standard,1070,-21
951,Rated Bullet game,https://lichess.org/C47ewpOf,2021.01.23,?,ChicoGuava,DaenaliaEvandruile,0-1,973,+4,B02,Time forfeit,60+0,2021.01.23,14:25:19,Standard,883,-4
952,Rated Bullet game,https://lichess.org/1aSTTfA3,2021.01.23,?,DaenaliaEvandruile,kiminoko,1-0,989,-6,C00,Time forfeit,60+0,2021.01.23,14:23:14,Standard,966,+7
953,Rated Bullet game,https://lichess.org/d1ygOLmw,2021.01.23,?,DaenaliaEvandruile,NeriV,1-0,943,-11,B02,Time forfeit,60+0,2021.01.23,14:20:49,Standard,961,+5
954,Rated Bullet game,https://lichess.org/dJNe48nZ,2021.01.23,?,DaenaliaEvandruile,Johanjoseph001,1-0,884,-32,B00,Time forfeit,60+0,2021.01.23,14:18:12,Standard,957,+4
955,Rated Bullet game,https://lichess.org/AkyzGk0p,2021.01.23,?,Prateek2103,DaenaliaEvandruile,1-0,961,-4,A00,Time forfeit,60+0,2021.01.23,14:15:38,Standard,1078,+4
956,Rated Bullet game,https://lichess.org/uQORZrU8,2021.01.23,?,DaenaliaEvandruile,srihari92,1/2-1/2,849,+2,B00,Time forfeit,60+0,2021.01.23,14:12:33,Standard,962,-1
957,Rated Bullet game,https://lichess.org/9MKujH9R,2021.01.23,?,srihari92,DaenaliaEvandruile,0-1,958,+4,A04,Time forfeit,60+0,2021.01.23,14:09:54,Standard,853,-4
958,Rated Bullet game,https://lichess.org/gRTQ2nzK,2021.01.23,?,icetroid,DaenaliaEvandruile,0-1,952,+6,A40,Time forfeit,60+0,2021.01.23,13:18:05,Standard,975,-13
959,Rated Bullet game,https://lichess.org/2piANmJf,2021.01.23,?,DaenaliaEvandruile,sc42,0-1,1064,+5,B01,Normal,60+0,2021.01.23,13:15:54,Standard,956,-4
960,Rated Bullet game,https://lichess.org/1xWOExQo,2021.01.23,?,DaenaliaEvandruile,StriveLuc,1-0,923,-29,B01,Time forfeit,60+0,2021.01.23,13:12:44,Standard,951,+5
961,Rated Bullet game,https://lichess.org/yo6rKcBu,2021.01.23,?,DaenaliaEvandruile,anandu_vs,0-1,1012,+6,B00,Time forfeit,60+0,2021.01.23,13:10:20,Standard,956,-5
962,Rated Bullet game,https://lichess.org/jvk4rtC9,2021.01.23,?,DaenaliaEvandruile,alexmx,1-0,966,-6,B02,Time forfeit,60+0,2021.01.23,13:07:28,Standard,950,+6
963,Rated Bullet game,https://lichess.org/u9NysEy9,2021.01.23,?,alexmx,DaenaliaEvandruile,0-1,944,+6,B02,Time forfeit,60+0,2021.01.23,13:04:57,Standard,972,-6
964,Rated Bullet game,https://lichess.org/Mi0d7wqp,2021.01.23,?,DaenaliaEvandruile,JacobSeaborn,1-0,965,-6,C20,Time forfeit,60+0,2021.01.23,13:02:53,Standard,937,+7
965,Rated Bullet game,https://lichess.org/sh24Z4kK,2021.01.23,?,ider9,DaenaliaEvandruile,0-1,931,+6,B02,Time forfeit,60+0,2021.01.23,13:00:15,Standard,1005,-7
966,Rated Bullet game,https://lichess.org/NhoH0onH,2021.01.23,?,DaenaliaEvandruile,pterodactylan,1-0,825,-4,B20,Time forfeit,60+0,2021.01.23,12:57:31,Standard,926,+5
967,Rated Bullet game,https://lichess.org/MKVT5yuU,2021.01.23,?,O-Dogg,DaenaliaEvandruile,0-1,923,+3,A00,Time forfeit,60+0,2021.01.23,12:54:51,Standard,784,-4
968,Rated Bullet game,https://lichess.org/3zwbPzkZ,2021.01.23,?,Sathwik123rock,DaenaliaEvandruile,0-1,917,+6,A05,Time forfeit,60+0,2021.01.23,12:51:53,Standard,898,-6
969,Rated Bullet game,https://lichess.org/i3je9cCh,2021.01.23,?,DaenaliaEvandruile,KadirAydn08,1-0,922,-6,C20,Normal,60+0,2021.01.23,12:49:24,Standard,912,+5
970,Rated Bullet game,https://lichess.org/h7X2Mev6,2021.01.23,?,Canyldz7,DaenaliaEvandruile,0-1,905,+7,B02,Time forfeit,60+0,2021.01.23,12:47:26,Standard,948,-7
971,Rated Bullet game,https://lichess.org/Xe05ndQb,2021.01.23,?,DaenaliaEvandruile,gnuislife,1-0,937,-7,B01,Normal,60+0,2021.01.23,12:45:49,Standard,899,+6
972,Rated Bullet game,https://lichess.org/yvSOvl6m,2021.01.23,?,DaenaliaEvandruile,Sathwik123rock,0-1,889,+6,C42,Time forfeit,60+0,2021.01.23,12:43:17,Standard,905,-6
973,Rated Bullet game,https://lichess.org/LAzFHySh,2021.01.23,?,sir-kuba,DaenaliaEvandruile,0-1,898,+7,B02,Time forfeit,60+0,2021.01.23,00:44:16,Standard,938,-6
974,Rated Bullet game,https://lichess.org/xLqs5HW9,2021.01.23,?,DaenaliaEvandruile,Jakalohamoja,1-0,784,-4,C44,Time forfeit,60+0,2021.01.23,00:42:06,Standard,894,+4
975,Rated Bullet game,https://lichess.org/SMJJQHLI,2021.01.23,?,ABO_SALEM,DaenaliaEvandruile,0-1,888,+6,A45,Time forfeit,60+0,2021.01.23,00:39:37,Standard,927,-49
976,Rated Bullet game,https://lichess.org/Z9ovggZP,2021.01.23,?,pahulhurryup,DaenaliaEvandruile,1-0,893,-5,B02,Time forfeit,60+0,2021.01.23,00:36:45,Standard,955,+17
977,Rated Bullet game,https://lichess.org/4kYZzUOT,2021.01.23,?,DaenaliaEvandruile,Jbguevarra028,0-1,805,+8,C44,Time forfeit,60+0,2021.01.23,00:08:11,Standard,900,-7
978,Rated Bullet game,https://lichess.org/c7TNLnUf,2021.01.22,?,DaenaliaEvandruile,YEAH_BOOYY,0-1,860,+7,A00,Time forfeit,60+0,2021.01.22,15:12:36,Standard,907,-7
979,Rated Bullet game,https://lichess.org/mE2zIudD,2021.01.22,?,Alzibawi,DaenaliaEvandruile,1-0,912,-5,D07,Time forfeit,60+0,2021.01.22,15:10:08,Standard,941,+5
980,Rated Bullet game,https://lichess.org/oQMD8jqL,2021.01.22,?,PeteNewey,DaenaliaEvandruile,1-0,917,-5,D02,Normal,60+0,2021.01.22,15:08:24,Standard,942,+6
981,Rated Bullet game,https://lichess.org/ZziebQ6a,2021.01.22,?,DaenaliaEvandruile,yeannoy,0-1,1010,+11,C40,Time forfeit,60+0,2021.01.22,15:05:38,Standard,921,-4
982,Rated Bullet game,https://lichess.org/Kxzfds0r,2021.01.22,?,ProfPossemato,DaenaliaEvandruile,1-0,926,-5,A05,Normal,60+0,2021.01.22,15:04:02,Standard,964,+5
983,Rated Bullet game,https://lichess.org/KlHqSv62,2021.01.22,?,DaenaliaEvandruile,piratesbemo,0-1,827,+13,B01,Time forfeit,60+0,2021.01.22,15:01:32,Standard,934,-8
984,Rated Bullet game,https://lichess.org/bjy6tm46,2021.01.22,?,DaenaliaEvandruile,notcarmaney,1-0,869,-5,B02,Normal,60+0,2021.01.22,15:00:19,Standard,929,+5
985,Rated Bullet game,https://lichess.org/Sv6lTG6V,2021.01.22,?,Assassin840,DaenaliaEvandruile,0-1,923,+6,A04,Time forfeit,60+0,2021.01.22,14:57:43,Standard,967,-7
986,Rated Bullet game,https://lichess.org/3JT4JDMS,2021.01.22,?,DaenaliaEvandruile,Assassin840,1-0,973,-6,B02,Time forfeit,60+0,2021.01.22,14:54:55,Standard,916,+7
987,Rated Bullet game,https://lichess.org/UeR76Nvb,2021.01.22,?,wizkhont,DaenaliaEvandruile,0-1,913,+3,A05,Time forfeit,60+0,2021.01.22,14:52:16,Standard,754,-3
988,Rated Bullet game,https://lichess.org/CzmPWS9g,2021.01.22,?,hangb,DaenaliaEvandruile,0-1,905,+8,C42,Time forfeit,60+0,2021.01.22,14:49:32,Standard,1035,-8
989,Rated Bullet game,https://lichess.org/tY234HAr,2021.01.22,?,dedeogullarikerem,DaenaliaEvandruile,0-1,898,+7,C42,Time forfeit,60+0,2021.01.22,14:46:59,Standard,942,-9
990,Rated Bullet game,https://lichess.org/u5ionaVu,2021.01.22,?,DaenaliaEvandruile,subwooferguy,1-0,937,-14,B02,Time forfeit,60+0,2021.01.22,14:44:04,Standard,892,+6
991,Rated Bullet game,https://lichess.org/9fFxdjTR,2021.01.22,?,piratesbemo,DaenaliaEvandruile,0-1,887,+5,C41,Normal,60+0,2021.01.22,14:41:25,Standard,850,-13
992,Rated Bullet game,https://lichess.org/dSrX9iJk,2021.01.22,?,DaenaliaEvandruile,mmarinhoo,0-1,900,+6,A00,Time forfeit,60+0,2021.01.22,11:54:32,Standard,892,-5
993,Rated Blitz game,https://lichess.org/MEXuZDPO,2021.01.22,?,climfernandes,DaenaliaEvandruile,1-0,807,-16,C26,Normal,180+0,2021.01.22,11:47:50,Standard,830,+5
994,Rated Blitz game,https://lichess.org/3pAdJEV8,2021.01.22,?,DaenaliaEvandruile,Ed1ek,1-0,762,-5,A00,Normal,180+0,2021.01.22,11:43:44,Standard,790,+17
995,Rated Blitz game,https://lichess.org/e0TbgCO9,2021.01.22,?,luc05,DaenaliaEvandruile,1-0,814,-24,A05,Normal,180+0,2021.01.22,11:38:12,Standard,701,+22
996,Rated Bullet game,https://lichess.org/r7TWn30w,2021.01.22,?,Baran55zng,DaenaliaEvandruile,0-1,888,+4,C23,Normal,60+0,2021.01.22,07:56:41,Standard,828,-4
997,Rated Bullet game,https://lichess.org/287cTxd6,2021.01.22,?,DaenaliaEvandruile,FATEMEH_JAFARI,1-0,725,-3,A10,Time forfeit,60+0,2021.01.22,07:51:13,Standard,884,+4
998,Rated Bullet game,https://lichess.org/qMS5Iq7h,2021.01.22,?,DaenaliaEvandruile,l5376,1-0,819,-5,A00,Normal,60+0,2021.01.22,06:53:08,Standard,879,+5
999,Rated Bullet game,https://lichess.org/rhtLOJDk,2021.01.22,?,SachinMenghani,DaenaliaEvandruile,0-1,874,+5,C40,Time forfeit,60+0,2021.01.22,06:50:36,Standard,874,-6
1000,Rated Bullet game,https://lichess.org/8jqpPJ95,2021.01.21,?,DaenaliaEvandruile,Matto_del_Barbiere,1-0,824,-5,B00,Time forfeit,60+0,2021.01.21,21:40:44,Standard,869,+5
1001,Rated Bullet game,https://lichess.org/5Jm5tdQ4,2021.01.21,?,DaenaliaEvandruile,texasred,0-1,916,+5,A13,Time forfeit,60+0,2021.01.21,21:38:24,Standard,874,-5
1002,Rated Bullet game,https://lichess.org/lwvi2GkJ,2021.01.21,?,tekashi1700,DaenaliaEvandruile,1-0,878,-4,C23,Normal,60+0,2021.01.21,21:37:14,Standard,933,+6
1003,Rated Bullet game,https://lichess.org/msK35GXb,2021.01.21,?,DaenaliaEvandruile,Metehan16092,0-1,851,+46,A45,Time forfeit,60+0,2021.01.21,21:34:36,Standard,884,-6
1004,Rated Bullet game,https://lichess.org/Z06BdRTk,2021.01.21,?,Borasteros,DaenaliaEvandruile,1-0,889,-5,C20,Normal,60+0,2021.01.21,21:33:38,Standard,916,+6
1005,Rated Bullet game,https://lichess.org/CqEC6XYK,2021.01.21,?,DaenaliaEvandruile,fr_51_m,1-0,773,-7,B10,Time forfeit,60+0,2021.01.21,21:31:13,Standard,886,+3
1006,Rated Bullet game,https://lichess.org/7Y3bM5YD,2021.01.21,?,jacekgs,DaenaliaEvandruile,0-1,880,+6,C40,Normal,60+0,2021.01.21,21:28:38,Standard,873,-6
1007,Rated Bullet game,https://lichess.org/M48zOo7L,2021.01.21,?,DaenaliaEvandruile,kadzzzzz,0-1,954,+6,C20,Time forfeit,60+0,2021.01.21,21:25:44,Standard,884,-4
1008,Rated Bullet game,https://lichess.org/AxOxPase,2021.01.21,?,patrickbianca,DaenaliaEvandruile,1-0,890,-6,A00,Normal,60+0,2021.01.21,21:23:31,Standard,908,+5
1009,Rated Bullet game,https://lichess.org/F98bYyQe,2021.01.21,?,DaenaliaEvandruile,RICOxCHE,0-1,802,+12,A00,Time forfeit,60+0,2021.01.21,21:20:50,Standard,897,-7
1010,Rated Bullet game,https://lichess.org/6WCjuDIp,2021.01.21,?,TosattoSaurusRex,DaenaliaEvandruile,1-0,905,-8,D00,Time forfeit,60+0,2021.01.21,21:18:50,Standard,768,+8
1011,Rated Bullet game,https://lichess.org/VRktjNQC,2021.01.21,?,DaenaliaEvandruile,TosattoSaurusRex,0-1,760,+8,B01,Time forfeit,60+0,2021.01.21,21:16:22,Standard,913,-8
1012,Casual Bullet game,https://lichess.org/5sSpGSUh,2021.01.21,?,DaenaliaEvandruile,PolynomialTime,1-0,1213,,A00,Time forfeit,60+0,2021.01.21,15:00:05,Standard,913,
1013,Casual Bullet game,https://lichess.org/PuvxMg5F,2021.01.21,?,PolynomialTime,DaenaliaEvandruile,1-0,913,,D00,Normal,60+0,2021.01.21,14:56:23,Standard,1213,
1014,Casual Bullet game,https://lichess.org/2z5Lvigt,2021.01.21,?,DaenaliaEvandruile,PolynomialTime,0-1,1213,,A40,Normal,60+0,2021.01.21,14:54:43,Standard,913,
1015,Casual Bullet game,https://lichess.org/Btyaewpp,2021.01.21,?,PolynomialTime,DaenaliaEvandruile,1-0,913,,A00,Normal,60+0,2021.01.21,14:53:24,Standard,1213,
1016,Rated Bullet game,https://lichess.org/crMVCMJL,2021.01.21,?,andropistol,DaenaliaEvandruile,0-1,906,+7,B00,Normal,60+0,2021.01.21,14:50:13,Standard,993,-7
1017,Rated Bullet game,https://lichess.org/oanPlM5D,2021.01.21,?,DaenaliaEvandruile,MaggieJee,1-0,862,-5,A00,Time forfeit,60+0,2021.01.21,14:47:53,Standard,901,+5
1018,Rated Bullet game,https://lichess.org/uJR5qodZ,2021.01.21,?,LeMinhHieu20192641,DaenaliaEvandruile,1-0,906,-5,D00,Time forfeit,60+0,2021.01.21,14:45:08,Standard,921,+6
1019,Rated Bullet game,https://lichess.org/JNI7ItnI,2021.01.21,?,DaenaliaEvandruile,cooljin007,1-0,846,-5,C40,Time forfeit,60+0,2021.01.21,14:42:43,Standard,901,+5
1020,Rated Bullet game,https://lichess.org/TjlHHHFL,2021.01.21,?,DaenaliaEvandruile,FLYYYYX,0-1,922,+43,C20,Normal,60+0,2021.01.21,14:42:01,Standard,906,-5
1021,Rated Bullet game,https://lichess.org/8u3vS597,2021.01.21,?,Lexco2,DaenaliaEvandruile,0-1,898,+8,C40,Time forfeit,60+0,2021.01.21,11:53:53,Standard,1049,-8
1022,Rated Bullet game,https://lichess.org/Yt2YEvwo,2021.01.21,?,DaenaliaEvandruile,ider9,0-1,967,+5,C20,Normal,60+0,2021.01.21,11:51:59,Standard,903,-5
1023,Rated Bullet game,https://lichess.org/f41yCI5B,2021.01.21,?,bilgesahmat,DaenaliaEvandruile,0-1,896,+7,C20,Time forfeit,60+0,2021.01.21,11:49:48,Standard,964,-17
1024,Rated Bullet game,https://lichess.org/1oylvrrs,2021.01.21,?,Nagjuka_Magrok,DaenaliaEvandruile,1-0,901,-5,C20,Normal,60+0,2021.01.21,11:49:13,Standard,956,+5
1025,Rated Bullet game,https://lichess.org/0sD0eLww,2021.01.21,?,DaenaliaEvandruile,Nagjuka_Magrok,0-1,951,+5,C20,Time forfeit,60+0,2021.01.21,11:46:48,Standard,906,-5
1026,Rated Bullet game,https://lichess.org/XdpGSqbQ,2021.01.21,?,Nagjuka_Magrok,DaenaliaEvandruile,1-0,911,-5,C20,Time forfeit,60+0,2021.01.21,11:44:23,Standard,946,+5
1027,Rated Bullet game,https://lichess.org/ec0kDXIa,2021.01.21,?,Khutga,DaenaliaEvandruile,1-0,919,-8,C40,Time forfeit,60+0,2021.01.21,11:41:30,Standard,785,+10
1028,Rated Bullet game,https://lichess.org/F7GKh33l,2021.01.21,?,DaenaliaEvandruile,Khutga,1-0,790,-5,B01,Normal,60+0,2021.01.21,11:39:04,Standard,915,+4
1029,Rated Bullet game,https://lichess.org/ApTYGFz0,2021.01.21,?,Chessi_for_chess,DaenaliaEvandruile,0-1,911,+4,A00,Time forfeit,60+0,2021.01.21,11:36:38,Standard,813,-4
1030,Rated Bullet game,https://lichess.org/yTLGwuFf,2021.01.21,?,DaenaliaEvandruile,EnesAkyol,0-1,979,+5,C20,Normal,60+0,2021.01.21,11:34:30,Standard,915,-4
1031,Rated Bullet game,https://lichess.org/ZvgbQ2h4,2021.01.21,?,Kingsdeadisyours,DaenaliaEvandruile,0-1,909,+6,D02,Time forfeit,60+0,2021.01.21,11:31:11,Standard,943,-6
1032,Rated Bullet game,https://lichess.org/W1u6etOL,2021.01.21,?,DaenaliaEvandruile,alitumer,0-1,959,+5,C20,Time forfeit,60+0,2021.01.21,07:51:54,Standard,914,-5
1033,Rated Bullet game,https://lichess.org/pFnGYtH4,2021.01.21,?,darkrooke,DaenaliaEvandruile,0-1,906,+8,A04,Normal,60+0,2021.01.21,07:49:56,Standard,1040,-7
1034,Rated Bullet game,https://lichess.org/uTLbXRXI,2021.01.21,?,Tridents78,DaenaliaEvandruile,1-0,911,-5,C20,Normal,60+0,2021.01.21,07:47:58,Standard,977,+4
1035,Rated Bullet game,https://lichess.org/Pj4YSeMg,2021.01.21,?,DaenaliaEvandruile,davferr,1-0,958,-6,C20,Time forfeit,60+0,2021.01.21,07:45:44,Standard,904,+7
1036,Casual Bullet game,https://lichess.org/fp3W5po9,2021.01.21,?,DaenaliaEvandruile,PlatonicSolids,0-1,1601,,C20,Normal,60+0,2021.01.21,06:48:31,Standard,904,
1037,Casual Bullet game,https://lichess.org/W6upVlyc,2021.01.21,?,PlatonicSolids,DaenaliaEvandruile,1-0,904,,B02,Time forfeit,60+0,2021.01.21,06:45:05,Standard,1601,
1038,Casual Bullet game,https://lichess.org/15qUnT3s,2021.01.21,?,DaenaliaEvandruile,PlatonicSolids,0-1,1601,,C20,Normal,60+0,2021.01.21,06:42:24,Standard,904,
1039,Rated Bullet game,https://lichess.org/kL087LhW,2021.01.21,?,DaenaliaEvandruile,Raghavmehra,1-0,903,-6,C00,Time forfeit,60+0,2021.01.21,06:39:49,Standard,898,+6
1040,Rated Bullet game,https://lichess.org/u6EhI75V,2021.01.21,?,swosh,DaenaliaEvandruile,0-1,892,+6,C40,Time forfeit,60+0,2021.01.21,06:37:15,Standard,890,-9
1041,Rated Bullet game,https://lichess.org/yUtVYafv,2021.01.21,?,DaenaliaEvandruile,killersaxsolo,1-0,937,-6,B00,Time forfeit,60+0,2021.01.21,04:39:30,Standard,886,+6
1042,Rated Bullet game,https://lichess.org/XxFW62sn,2021.01.21,?,DaenaliaEvandruile,Felipe_Souza3D,0-1,860,+59,C20,Normal,60+0,2021.01.21,04:38:19,Standard,892,-6
1043,Rated Bullet game,https://lichess.org/i7QLgwKY,2021.01.21,?,aarti_garg_5d,DaenaliaEvandruile,0-1,887,+5,C40,Normal,60+0,2021.01.21,03:57:14,Standard,835,-4
1044,Rated Bullet game,https://lichess.org/N1YGg1Li,2021.01.21,?,zQzS,DaenaliaEvandruile,0-1,881,+6,C20,Time forfeit,60+0,2021.01.21,03:51:48,Standard,862,-6
1045,Rated Bullet game,https://lichess.org/hGLhZVwm,2021.01.21,?,DaenaliaEvandruile,djohnk,1-0,816,-28,A02,Normal,60+0,2021.01.21,03:49:34,Standard,877,+4
1046,Rated Blitz game,https://lichess.org/v87uGa3p,2021.01.20,?,vinithepooh,DaenaliaEvandruile,0-1,790,+24,A40,Time forfeit,180+0,2021.01.20,13:54:27,Standard,865,-6
1047,Rated Blitz game,https://lichess.org/1kn5VIKP,2021.01.20,?,DaenaliaEvandruile,Luke010700,0-1,913,+5,A00,Normal,180+0,2021.01.20,13:48:49,Standard,804,-14
1048,Rated Blitz game,https://lichess.org/Djfz7zpe,2021.01.20,?,srivatsan_v2011,DaenaliaEvandruile,0-1,788,+16,A05,Normal,180+0,2021.01.20,13:47:03,Standard,702,-8
1049,Rated Bullet game,https://lichess.org/ZHYdBxMv,2021.01.20,?,DaenaliaEvandruile,GGadelhaJr,0-1,840,+7,A00,Normal,60+0,2021.01.20,13:45:25,Standard,883,-6
1050,Rated Bullet game,https://lichess.org/PvQ3MYRD,2021.01.20,?,ciaobellafiga,DaenaliaEvandruile,0-1,876,+7,D00,Time forfeit,60+0,2021.01.20,12:45:12,Standard,962,-7
1051,Rated Bullet game,https://lichess.org/zsC6Tqia,2021.01.20,?,pterodactylan,DaenaliaEvandruile,0-1,871,+5,C40,Time forfeit,60+0,2021.01.20,12:43:00,Standard,797,-5
1052,Rated Bullet game,https://lichess.org/YA0qbesV,2021.01.20,?,vinaypandit,DaenaliaEvandruile,0-1,865,+6,C21,Time forfeit,60+0,2021.01.20,12:40:32,Standard,892,-6
1053,Rated Bullet game,https://lichess.org/wFxn1WHR,2021.01.20,?,DaenaliaEvandruile,Nagisaa,1-0,913,-15,A00,Time forfeit,60+0,2021.01.20,12:37:53,Standard,858,+7
1054,Rated Bullet game,https://lichess.org/xkVcWvGA,2021.01.20,?,DaenaliaEvandruile,EnesAkyol,1-0,845,-5,A20,Time forfeit,60+0,2021.01.20,12:35:29,Standard,853,+5
1055,Rated Bullet game,https://lichess.org/PVgb6Qof,2021.01.20,?,DaenaliaEvandruile,Kalidan,1-0,899,-7,A40,Time forfeit,60+0,2021.01.20,12:33:05,Standard,846,+7
1056,Rated Bullet game,https://lichess.org/G42iczU6,2021.01.20,?,ZERGAN-CAMPILAN,DaenaliaEvandruile,1-0,851,-5,C23,Time forfeit,60+0,2021.01.20,12:28:45,Standard,937,+5
1057,Rated Bullet game,https://lichess.org/mWLORbe1,2021.01.20,?,DaenaliaEvandruile,ZERGAN-CAMPILAN,0-1,933,+4,A00,Time forfeit,60+0,2021.01.20,12:25:57,Standard,855,-4
1058,Rated Bullet game,https://lichess.org/v5H2pmQE,2021.01.20,?,ZERGAN-CAMPILAN,DaenaliaEvandruile,1-0,860,-5,C20,Time forfeit,60+0,2021.01.20,12:23:17,Standard,928,+5
1059,Rated Bullet game,https://lichess.org/QRqMDJEZ,2021.01.20,?,DaenaliaEvandruile,ZERGAN-CAMPILAN,1-0,935,-7,A00,Time forfeit,60+0,2021.01.20,12:20:37,Standard,852,+8
1060,Rated Bullet game,https://lichess.org/kRZGwBQa,2021.01.20,?,ZERGAN-CAMPILAN,DaenaliaEvandruile,1-0,857,-5,C23,Time forfeit,60+0,2021.01.20,12:18:21,Standard,931,+4
1061,Rated Bullet game,https://lichess.org/c40zac2w,2021.01.20,?,DaenaliaEvandruile,ZERGAN-CAMPILAN,0-1,926,+5,A00,Time forfeit,60+0,2021.01.20,12:15:35,Standard,862,-5
1062,Rated Bullet game,https://lichess.org/K3Vmqfwi,2021.01.20,?,ZERGAN-CAMPILAN,DaenaliaEvandruile,1-0,866,-4,B02,Time forfeit,60+0,2021.01.20,12:12:36,Standard,921,+5
1063,Rated Bullet game,https://lichess.org/EvobGjRI,2021.01.20,?,DaenaliaEvandruile,ZERGAN-CAMPILAN,0-1,915,+6,A00,Time forfeit,60+0,2021.01.20,12:09:54,Standard,871,-5
1064,Rated Bullet game,https://lichess.org/spNcVVeY,2021.01.20,?,ZERGAN-CAMPILAN,DaenaliaEvandruile,1-0,877,-6,B00,Time forfeit,60+0,2021.01.20,12:07:22,Standard,909,+6
1065,Rated Bullet game,https://lichess.org/LlnJ0woN,2021.01.20,?,DaenaliaEvandruile,anilckarahan,1-0,750,-3,A00,Time forfeit,60+0,2021.01.20,12:05:38,Standard,873,+4
1066,Rated Bullet game,https://lichess.org/Ymh9t2N1,2021.01.20,?,anilckarahan,DaenaliaEvandruile,0-1,869,+4,C33,Time forfeit,60+0,2021.01.20,12:03:35,Standard,754,-4
1067,Rated Bullet game,https://lichess.org/LQJCABGE,2021.01.20,?,DaenaliaEvandruile,Thwack,0-1,1007,+4,A00,Normal,60+0,2021.01.20,12:02:03,Standard,872,-3
1068,Rated Bullet game,https://lichess.org/c3jxb1PP,2021.01.20,?,DaenaliaEvandruile,jeustaquio,0-1,796,+7,A00,Time forfeit,60+0,2021.01.20,11:59:19,Standard,879,-7
1069,Rated Bullet game,https://lichess.org/0gBJivoy,2021.01.20,?,DaenaliaEvandruile,Kakashi87,0-1,848,+13,A21,Time forfeit,60+0,2021.01.20,11:56:15,Standard,886,-7
1070,Rated Bullet game,https://lichess.org/Nxt4ObWZ,2021.01.20,?,Asdfasdf1,DaenaliaEvandruile,0-1,881,+5,C20,Time forfeit,60+0,2021.01.20,11:49:46,Standard,781,-19
1071,Rated Bullet game,https://lichess.org/qLoipHRu,2021.01.20,?,amir_ali_1234,DaenaliaEvandruile,1-0,888,-7,D00,Time forfeit,60+0,2021.01.20,11:47:21,Standard,851,+6
1072,Rated Bullet game,https://lichess.org/hgrxLuA6,2021.01.20,?,Ghastly_Cleaver,DaenaliaEvandruile,1-0,891,-3,C20,Normal,60+0,2021.01.20,11:45:10,Standard,1032,+3
1073,Rated Bullet game,https://lichess.org/74sNV3K0,2021.01.20,?,Sel1700,DaenaliaEvandruile,1-0,898,-7,C40,Time forfeit,60+0,2021.01.20,11:42:44,Standard,819,+7
1074,Rated Bullet game,https://lichess.org/ZbdePjfc,2021.01.20,?,DaenaliaEvandruile,andrzejk73,1-0,886,-6,A20,Time forfeit,60+0,2021.01.20,11:40:19,Standard,893,+5
1075,Rated Bullet game,https://lichess.org/jP9nBeMn,2021.01.20,?,DaenaliaEvandruile,lobster1332,0-1,997,+5,A00,Normal,60+0,2021.01.20,11:38:04,Standard,897,-4
1076,Rated Bullet game,https://lichess.org/J4P79yWZ,2021.01.20,?,Marco9797,DaenaliaEvandruile,0-1,893,+4,C40,Time forfeit,60+0,2021.01.20,11:35:16,Standard,762,-4
1077,Rated Bullet game,https://lichess.org/9GU0AHxv,2021.01.20,?,DaenaliaEvandruile,impE_actF,1-0,952,-7,A00,Time forfeit,60+0,2021.01.20,11:32:50,Standard,886,+7
